id,quarter,month,date,total_storage,volumes_digitised,images_digitised,digitised_size,volumes_uploaded,images_uploaded,image_storage_size,not_volumes,not_images,not_storage_size,volume_master,images_master,master_on_viewer,storage_master,estimated_storage_on_viwer,volumes_goobi,images_goobi,upload_goobi,storaged_used
1420,second,apr,2053-04-18,64,281206.0,3548244.0,155398.5,551.0,3630125.0,1778.65,887.0,37773.0,14.6,19661.0,9427301.0,20236.0,5183.87,4387.14,0.19,7.49,170.7,77.71
1421,second,apr,2053-04-25,64,281379.0,3551470.0,155860.85,579.0,3626250.0,1779.64,887.0,37701.0,14.57,19670.0,9431601.0,20241.0,5188.41,4363.29,0.2,7.49,160.43,77.76
1422,second,may,2053-05-02,64,282387.0,3562190.0,158033.14,523.0,3625489.0,1780.12,882.0,37725.0,14.57,19687.0,9447829.0,20227.0,5192.01,4390.39,0.2,7.46,139.77,77.71
1423,second,may,2053-05-09,64,282918.0,3565456.0,158746.19,526.0,3626497.0,1784.12,882.0,37751.0,14.52,19717.0,9459745.0,20254.0,5198.39,4336.87,0.21,7.48,140.14,77.62
1424,second,may,2053-05-16,64,284863.0,3522085.0,157847.97,893.0,3687975.0,1791.45,873.0,37787.0,14.47,20079.0,9506160.0,20338.0,5269.37,4252.08,0.23,7.55,23.5,77.98
1425,second,may,2053-05-23,64,285072.0,3521952.0,158196.7,933.0,3690492.0,1793.81,874.0,37824.0,14.47,20097.0,9518770.0,20353.0,5277.46,4184.14,0.24,7.56,22.62,78.11
1426,second,may,2053-05-30,64,285136.0,3529863.0,158084.19,969.0,3693528.0,1797.79,875.0,37823.0,14.49,20113.0,9548372.0,20372.0,5277.26,4356.78,0.3,7.56,20.51,78.28
1427,second,jun,2053-06-06,64,285189.0,3529923.0,158148.07,968.0,3693594.0,1798.08,875.0,37829.0,14.49,20114.0,9548438.0,20373.0,5278.25,4356.32,0.3,7.56,19.77,78.29
1428,second,jun,2053-06-13,64,291843.0,3523213.0,135690.98,908.0,3709342.0,1804.65,900.0,37933.0,14.55,20422.0,9559761.0,20436.0,5305.77,4255.86,0.19,7.6,40.65,78.31
1429,second,jun,2053-06-20,64,294181.0,3500181.0,139875.84,893.0,3718963.0,1803.67,925.0,37740.0,14.79,20515.0,9613475.0,20471.0,5254.91,4403.3,0.06,7.73,7.85,79.1
1430,second,jun,2053-06-27,64,296938.0,3503314.0,138405.87,906.0,3719320.0,1823.44,923.0,37611.0,14.79,20554.0,9630035.0,20466.0,5247.27,4180.19,0.06,7.73,10.68,79.17
1431,third,jul,2053-07-04,64,295924.0,3507272.0,135987.61,912.0,3724261.0,1825.7,930.0,37612.0,14.8,20564.0,9642352.0,20482.0,5248.05,4190.14,0.05,7.75,8.19,79.35
1432,third,jul,2053-07-11,64,295407.0,3509009.0,135711.1,938.0,3722248.0,1827.12,931.0,37674.0,14.81,20556.0,9650120.0,20498.0,5246.94,4201.99,0.04,7.75,31.04,79.27
1433,third,jul,2053-07-18,64,295824.0,3513291.0,136617.46,982.0,3718626.0,1827.26,932.0,37667.0,14.82,20565.0,9655545.0,20511.0,5250.72,4240.5,0.04,7.75,35.84,79.2
1434,third,jul,2053-07-25,64,295644.0,3515191.0,137492.29,973.0,3722990.0,1828.36,934.0,37675.0,14.79,20564.0,9664547.0,20526.0,5263.16,4290.29,0.03,7.77,36.47,79.26
1435,third,aug,2053-08-01,64,295646.0,3515257.0,137529.14,973.0,3723005.0,1828.37,934.0,37677.0,14.79,20566.0,9664587.0,20526.0,5262.53,4302.49,0.03,7.77,36.59,79.26
1436,third,aug,2053-08-08,64,296183.0,3509140.0,134245.58,896.0,3719223.0,1827.95,929.0,37663.0,14.79,20559.0,9659308.0,20534.0,5259.11,4296.07,0.03,7.82,46.27,79.11
1437,third,aug,2053-08-15,64,296166.0,3511669.0,133978.8,885.0,3721128.0,1825.03,927.0,37680.0,14.88,20577.0,9673652.0,20563.0,5263.6,4293.74,0.0,7.84,37.57,79.19
1438,third,aug,2053-08-22,64,296471.0,3508557.0,127687.65,882.0,3720907.0,1824.98,928.0,38158.0,14.91,20557.0,9680412.0,20610.0,5262.83,4412.81,0.07,7.84,48.47,79.16
1439,third,aug,2053-08-29,64,297016.0,3516619.0,127460.45,826.0,3729503.0,1823.77,928.0,38185.0,14.93,20552.0,9723694.0,20665.0,5265.7,4811.29,0.07,7.81,76.13,79.59
1440,third,sep,2053-09-05,64,297396.0,3519439.0,125579.62,812.0,3733537.0,1824.11,928.0,38106.0,14.96,20561.0,9736208.0,20681.0,5270.08,4818.2,0.05,7.81,75.72,79.79
1441,third,sep,2053-09-12,64,297389.0,3521112.0,127769.17,825.0,3740489.0,1825.38,929.0,38115.0,14.97,20590.0,9738621.0,20687.0,5279.1,4846.52,0.05,7.81,74.36,79.8
1442,third,sep,2053-09-19,64,297320.0,3516103.0,128367.08,822.0,3728134.0,1824.41,929.0,38134.0,14.98,20562.0,9730299.0,20687.0,5281.34,4901.47,0.05,7.85,57.19,79.71
1443,third,sep,2053-09-26,64,297275.0,3516118.0,128273.88,822.0,3728662.0,1824.65,929.0,38134.0,14.98,20561.0,9730838.0,20688.0,5281.41,4898.22,0.05,7.85,57.02,79.71
1444,fourth,oct,2053-10-03,64,297546.0,3518309.0,128427.22,729.0,3730547.0,1826.26,930.0,38112.0,14.92,20581.0,9723025.0,20701.0,5280.82,4828.16,0.06,7.85,63.57,79.76
1445,fourth,oct,2053-10-10,64,299689.0,3539383.0,96717.14,391.0,3724378.0,1856.51,922.0,38169.0,14.95,20799.0,9772169.0,20789.0,5338.45,4145.06,0.0,7.85,47.75,79.73
1446,fourth,oct,2053-10-17,64,300931.0,3547206.0,94096.59,397.0,3726132.0,1856.85,928.0,38207.0,15.01,20796.0,9779237.0,20792.0,5343.45,3909.92,0.0,7.86,47.01,79.65
1447,fourth,oct,2053-10-24,64,291482.0,3555916.0,89178.24,408.0,3713417.0,1863.34,891.0,38260.0,14.82,20912.0,9852490.0,20873.0,5389.07,3526.57,0.0,7.96,204.26,79.89
1448,fourth,oct,2053-10-31,64,291562.0,3562091.0,89870.23,416.0,3708386.0,1864.07,890.0,38272.0,14.84,20923.0,9858194.0,20874.0,5395.24,3513.45,0.0,7.97,210.87,79.89
1449,fourth,nov,2053-11-07,64,291058.0,3565287.0,91335.16,421.0,3710466.0,1865.91,889.0,38288.0,14.85,20931.0,9868768.0,20866.0,5386.27,3776.71,0.0,7.98,214.85,80.08
1450,fourth,nov,2053-11-14,64,291953.0,3578688.0,90414.71,353.0,3706633.0,1872.38,881.0,38355.0,14.86,20906.0,9870162.0,20853.0,5395.98,3681.38,0.02,7.99,211.86,80.37
1451,fourth,nov,2053-11-21,64,291952.0,3578835.0,90477.46,353.0,3706667.0,1872.46,881.0,38355.0,14.86,20907.0,9870764.0,20854.0,5396.11,3692.94,0.02,8.0,211.91,80.37
1452,fourth,nov,2053-11-28,64,290374.0,3583815.0,90732.5,359.0,3714415.0,1870.21,884.0,38425.0,14.8,20918.0,9883075.0,20860.0,5391.84,3644.66,0.01,7.99,207.2,80.41
1453,fourth,dec,2053-12-05,64,290450.0,3590181.0,88801.14,338.0,3718115.0,1869.98,881.0,38399.0,14.8,20934.0,9895787.0,20869.0,5395.67,3830.72,0.01,7.99,196.02,80.36
1454,fourth,dec,2053-12-12,64,290143.0,3593097.0,88824.9,315.0,3708758.0,1865.47,881.0,38475.0,14.8,20920.0,9906157.0,20877.0,5404.02,3952.8,0.02,8.0,190.4,80.48
1455,fourth,dec,2053-12-19,64,287516.0,3591200.0,87299.11,324.0,3708784.0,1863.63,880.0,38465.0,14.79,20903.0,9903720.0,20851.0,5396.84,3935.94,0.02,7.99,192.48,80.41
1456,fourth,dec,2053-12-26,64,287461.0,3595067.0,84796.62,288.0,3710289.0,1866.32,879.0,38479.0,14.79,20897.0,9894392.0,20833.0,5412.0,3875.98,0.01,8.0,187.88,80.39
1457,first,jan,2054-01-02,64,287502.0,3595364.0,84598.17,290.0,3710445.0,1866.42,879.0,38478.0,14.79,20898.0,9894926.0,20833.0,5412.32,3860.98,0.01,8.0,187.89,80.39
1458,first,jan,2054-01-09,64,286580.0,3594412.0,82471.79,315.0,3714663.0,1867.33,880.0,38494.0,14.79,20924.0,9906377.0,20849.0,5415.33,3931.56,0.0,8.01,190.07,80.49
1459,first,jan,2054-01-16,64,287275.0,3598376.0,81605.02,300.0,3717561.0,1870.17,882.0,38382.0,14.81,20959.0,9916102.0,20865.0,5409.96,3924.67,0.0,8.02,183.62,80.56
1460,first,jan,2054-01-23,64,285728.0,3603064.0,82424.11,308.0,3719227.0,1874.81,904.0,38385.0,14.81,21022.0,9908118.0,20868.0,5422.58,4377.38,0.0,8.02,176.94,80.77
1461,first,jan,2054-01-30,64,285438.0,3604846.0,89087.89,313.0,3724556.0,1876.54,907.0,38382.0,14.84,21035.0,9908872.0,20885.0,5421.19,4293.9,0.02,8.05,178.0,80.83
1462,first,feb,2054-02-06,64,285438.0,3605058.0,89063.54,317.0,3724318.0,1876.63,907.0,38382.0,14.84,21036.0,9908997.0,20885.0,5421.0,4293.9,0.02,8.05,178.67,80.83
1463,first,feb,2054-02-13,64,285322.0,3601299.0,89299.72,386.0,3711842.0,1875.09,905.0,38379.0,14.91,21022.0,9898017.0,20876.0,5410.71,4212.65,0.01,8.05,183.07,80.76
1464,first,feb,2054-02-20,64,286996.0,3604226.0,89466.45,444.0,3705049.0,1877.39,904.0,38381.0,14.88,21031.0,9912090.0,20889.0,5415.38,4207.83,0.02,8.06,179.62,80.86
1465,first,feb,2054-02-27,64,286992.0,3604318.0,89419.94,443.0,3705582.0,1877.39,904.0,38382.0,14.88,21031.0,9912959.0,20891.0,5415.72,4207.88,0.02,8.06,179.61,80.86
1466,first,mar,2054-03-06,64,286954.0,3607165.0,89459.79,663.0,3708584.0,1878.17,907.0,38511.0,14.82,21069.0,9912361.0,20965.0,5415.77,4543.88,0.0,8.04,169.9,80.87
1467,first,mar,2054-03-13,64,287195.0,3611683.0,89445.15,689.0,3703593.0,1883.0,910.0,38680.0,14.83,21084.0,9920355.0,20987.0,5424.24,4630.3,0.0,8.06,164.09,80.98
1468,first,mar,2054-03-20,64,288135.0,3631440.0,88550.63,740.0,3698341.0,1879.47,912.0,38709.0,14.85,21158.0,9923561.0,21012.0,5450.7,4606.69,0.0,8.06,163.74,81.12
1469,first,mar,2054-03-27,64,288140.0,3636124.0,86509.59,672.0,3698808.0,1879.94,911.0,38741.0,14.9,21169.0,9930937.0,21042.0,5455.57,4778.94,0.01,8.08,159.91,81.25
1470,second,apr,2054-04-03,64,288359.0,3639338.0,85078.08,692.0,3702135.0,1881.38,912.0,38768.0,14.91,21179.0,9928644.0,21058.0,5462.44,4810.37,0.01,8.07,152.49,81.53
1471,second,apr,2054-04-10,64,288563.0,3643770.0,84894.59,694.0,3708522.0,1881.72,914.0,38802.0,14.97,21196.0,9936702.0,21081.0,5467.59,4842.04,0.01,8.08,152.37,81.56
1472,second,apr,2054-04-17,64,288895.0,3646297.0,84274.15,697.0,3711468.0,1882.35,909.0,38806.0,14.95,21214.0,9945323.0,21094.0,5473.06,4840.32,0.0,8.07,153.31,81.49
1473,second,apr,2054-04-24,64,290378.0,3637452.0,84339.08,750.0,3716041.0,1885.96,902.0,38809.0,14.93,21231.0,9957578.0,21114.0,5475.26,4945.87,0.03,8.09,135.97,81.5
1474,second,may,2054-05-01,64,290567.0,3646989.0,84842.52,760.0,3719660.0,1889.6,902.0,38820.0,14.97,21251.0,9980267.0,21131.0,5481.12,4996.68,0.02,8.09,135.82,81.65
1475,second,may,2054-05-08,64,290640.0,3646991.0,85239.51,770.0,3723365.0,1890.32,903.0,38867.0,15.01,21270.0,9993007.0,21148.0,5486.53,5004.82,0.02,8.11,133.92,81.69
1476,second,may,2054-05-15,64,290910.0,3646471.0,88494.44,777.0,3725589.0,1891.69,904.0,38872.0,15.0,21309.0,9990119.0,21164.0,5491.18,4932.74,0.0,8.11,121.88,81.76
1477,second,may,2054-05-22,64,291220.0,3663749.0,88046.52,790.0,3728688.0,1897.71,902.0,38881.0,15.01,21311.0,9999328.0,21163.0,5493.68,4949.88,0.0,8.12,113.37,81.76
1478,second,may,2054-05-29,64,292989.0,3663759.0,87918.56,872.0,3740490.0,1894.76,902.0,38850.0,15.05,21380.0,9991229.0,21223.0,5487.2,4888.4,0.0,8.13,113.15,81.7
1479,second,jun,2054-06-05,64,293379.0,3666081.0,87879.02,867.0,3748219.0,1895.22,903.0,38836.0,15.05,21395.0,9995859.0,21246.0,5486.72,4873.76,0.0,8.14,112.9,81.74
1480,second,jun,2054-06-12,64,293524.0,3664344.0,85631.86,852.0,3756704.0,1899.08,902.0,38836.0,15.03,21416.0,10018681.0,21274.0,5493.07,4952.45,0.0,8.16,96.53,81.5
1481,second,jun,2054-06-19,64,293995.0,3666854.0,82529.61,883.0,3760383.0,1898.4,904.0,38860.0,15.05,21416.0,10019936.0,21294.0,5496.6,5102.32,0.0,8.18,75.54,81.51
1482,second,jun,2054-06-26,64,294020.0,3670397.0,82443.43,939.0,3761968.0,1903.7,903.0,38931.0,15.1,21438.0,10028040.0,21309.0,5501.28,5090.57,0.03,8.18,73.36,81.67
1483,third,jul,2054-07-03,64,294201.0,3670318.0,83562.37,787.0,3763075.0,1908.28,908.0,38898.0,15.1,21465.0,10031629.0,21332.0,5506.2,5007.28,0.04,8.19,81.48,81.89
1484,third,jul,2054-07-10,64,294355.0,3673153.0,85723.4,809.0,3760222.0,1910.04,910.0,38905.0,15.11,21486.0,10041186.0,21354.0,5509.93,4991.4,0.03,8.19,87.22,82.02
1485,third,jul,2054-07-17,64,294489.0,3684352.0,89767.64,811.0,3763023.0,1911.39,913.0,38944.0,15.12,21501.0,10056521.0,21375.0,5520.34,5005.84,0.02,8.2,75.74,82.15
1486,third,jul,2054-07-24,64,294716.0,3680667.0,88674.7,791.0,3767681.0,1911.77,913.0,38954.0,15.13,21518.0,10064469.0,21381.0,5524.46,4911.79,0.01,8.22,80.82,82.2
1487,third,jul,2054-07-31,64,294912.0,3681904.0,88020.55,880.0,3770258.0,1913.97,913.0,38904.0,15.12,21544.0,10066257.0,21400.0,5524.8,4929.22,0.0,8.22,79.08,82.27
1488,third,aug,2054-08-07,64,295607.0,3680943.0,88569.5,902.0,3775636.0,1916.61,914.0,38992.0,15.15,21559.0,10074279.0,21427.0,5528.24,4976.9,0.0,8.22,76.81,82.36
1489,third,aug,2054-08-14,64,295888.0,3684371.0,88267.63,906.0,3790779.0,1916.89,917.0,39000.0,15.11,21560.0,10082225.0,21441.0,5539.59,4974.12,0.0,8.22,71.72,82.4
1490,third,aug,2054-08-21,64,295970.0,3692303.0,91525.26,892.0,3792384.0,1919.57,915.0,39038.0,15.08,21568.0,10080767.0,21453.0,5544.12,4938.56,0.0,8.21,70.77,82.43
1491,third,aug,2054-08-28,64,296220.0,3694791.0,91655.04,880.0,3799796.0,1921.23,918.0,39003.0,15.05,21545.0,10087411.0,21470.0,5543.64,4994.51,0.0,8.21,71.71,82.57
1492,third,sep,2054-09-04,64,296472.0,3695929.0,86975.91,881.0,3794130.0,1925.01,919.0,38971.0,15.11,21555.0,10093031.0,21481.0,5547.74,4976.11,0.0,8.19,75.09,82.63
1493,third,sep,2054-09-11,64,296061.0,3699086.0,84580.85,908.0,3794623.0,1926.41,923.0,38947.0,15.09,21552.0,10084270.0,21488.0,5562.06,5054.55,0.0,8.18,76.88,82.57
1494,third,sep,2054-09-18,64,292962.0,3748880.0,93593.28,700.0,3818587.0,1962.88,923.0,39484.0,15.07,21661.0,10122091.0,21556.0,5596.86,5467.9,0.07,8.15,246.72,83.01
1495,third,sep,2054-09-25,64,292866.0,3750348.0,92453.55,694.0,3820957.0,1964.79,923.0,39377.0,15.0,21678.0,10128653.0,21566.0,5605.77,5373.31,0.06,8.18,244.81,83.04
1496,fourth,oct,2054-10-02,64,293869.0,3752876.0,92516.39,680.0,3824812.0,1965.11,920.0,39350.0,15.01,21690.0,10142067.0,21594.0,5610.35,5422.5,0.06,8.18,220.0,83.05
1497,fourth,oct,2054-10-09,64,293869.0,3752838.0,92436.75,682.0,3824918.0,1964.92,920.0,39354.0,15.01,21690.0,10142024.0,21595.0,5610.35,5422.01,0.06,8.18,220.93,83.04
1498,fourth,oct,2054-10-16,64,294304.0,3756237.0,92452.36,650.0,3828338.0,1964.98,923.0,39354.0,15.0,21718.0,10154075.0,21627.0,5609.45,5340.16,0.05,8.19,221.05,83.12
1499,fourth,oct,2054-10-23,64,294157.0,3755968.0,94586.29,642.0,3825716.0,1965.23,923.0,39341.0,15.0,21703.0,10137870.0,21627.0,5607.27,5501.69,0.06,8.19,222.48,83.07
1500,fourth,oct,2054-10-30,64,292964.0,3760452.0,94418.49,641.0,3817135.0,1965.68,924.0,39339.0,14.99,21714.0,10149567.0,21649.0,5608.63,5478.96,0.06,8.21,214.73,83.04
1501,fourth,nov,2054-11-06,64,293017.0,3764112.0,93539.25,643.0,3819368.0,1965.86,914.0,39333.0,15.0,21775.0,10154428.0,21664.0,5612.24,5421.61,0.06,8.22,213.16,83.1
1502,fourth,nov,2054-11-13,64,292856.0,3766507.0,90081.0,635.0,3812821.0,1965.82,912.0,39361.0,15.02,21782.0,10159309.0,21667.0,5613.14,5483.07,0.06,8.23,216.15,83.2
1503,fourth,nov,2054-11-20,64,292701.0,3765275.0,90838.91,649.0,3813851.0,1968.55,909.0,39374.0,15.03,21809.0,10168558.0,21677.0,5617.61,5466.82,0.02,8.25,214.3,83.24
1504,fourth,nov,2054-11-27,64,292820.0,3765957.0,87378.15,622.0,3812444.0,1969.3,910.0,39413.0,15.04,21820.0,10174944.0,21698.0,5624.06,5596.07,0.01,8.26,210.15,83.27
1505,fourth,dec,2054-12-04,64,292351.0,3776838.0,84371.29,588.0,3811993.0,1967.6,907.0,39424.0,15.03,21794.0,10172148.0,21735.0,5625.48,5510.43,0.04,8.26,207.45,83.16
1506,fourth,dec,2054-12-11,64,291573.0,3772706.0,84416.14,588.0,3811922.0,1970.89,906.0,39460.0,15.04,21805.0,10178059.0,21757.0,5626.44,5639.13,0.04,8.25,206.98,83.15
1507,fourth,dec,2054-12-18,64,291651.0,3775766.0,81411.65,589.0,3811806.0,1972.18,905.0,39520.0,15.08,21820.0,10182942.0,21764.0,5631.92,5641.59,0.0,8.24,202.76,83.15
1508,fourth,dec,2054-12-25,64,291278.0,3761479.0,78984.2,589.0,3814593.0,1970.17,904.0,39665.0,15.08,21826.0,10180841.0,21789.0,5640.99,5732.96,0.01,8.25,201.99,83.19
1509,first,jan,2055-01-01,64,290704.0,3748066.0,78989.74,542.0,3821270.0,1968.45,924.0,39871.0,15.1,21875.0,10201513.0,21764.0,5637.45,5575.91,0.15,8.38,208.24,83.24
1510,first,jan,2055-01-08,64,290641.0,3748079.0,79035.23,541.0,3821245.0,1968.71,924.0,39877.0,15.1,21876.0,10201831.0,21765.0,5637.47,5562.83,0.15,8.38,208.2,83.24
1511,first,jan,2055-01-15,64,290849.0,3748256.0,76040.38,573.0,3821470.0,1970.1,924.0,39908.0,15.15,21891.0,10209584.0,21757.0,5628.44,5606.73,0.15,8.39,217.17,83.04
1512,first,jan,2055-01-22,64,290693.0,3755017.0,76082.69,598.0,3820675.0,1971.76,921.0,39925.0,15.13,21900.0,10220567.0,21809.0,5637.47,5619.75,0.17,8.4,227.0,83.02
1513,first,jan,2055-01-29,64,291166.0,3758921.0,74636.09,599.0,3826873.0,1970.04,917.0,39944.0,15.09,21914.0,10232423.0,21826.0,5640.91,5854.46,0.17,8.4,230.24,83.0
1514,first,feb,2055-02-05,64,291411.0,3759695.0,72177.36,561.0,3830451.0,1964.78,918.0,39956.0,15.13,21931.0,10238720.0,21816.0,5643.24,5924.84,0.19,8.42,227.22,83.06
1515,first,feb,2055-02-12,64,291817.0,3760945.0,74675.78,548.0,3836621.0,1962.8,915.0,40005.0,15.14,21943.0,10236715.0,21841.0,5651.08,5969.08,0.18,8.45,227.63,83.07
1516,first,feb,2055-02-19,64,291547.0,3759650.0,74340.58,532.0,3839729.0,1965.43,922.0,40006.0,15.17,21964.0,10241979.0,21845.0,5656.63,5966.42,0.17,8.44,224.37,82.98
1517,first,feb,2055-02-26,64,292406.0,3759727.0,74323.58,486.0,3848025.0,1966.46,922.0,39891.0,15.2,21973.0,10248144.0,21856.0,5662.08,5962.53,0.19,8.45,217.41,82.99
1518,first,mar,2055-03-05,64,292533.0,3753840.0,73617.06,479.0,3852695.0,1967.81,920.0,39899.0,15.2,21997.0,10262701.0,21885.0,5665.64,5970.35,0.2,8.45,211.94,82.88
1519,first,mar,2055-03-12,64,292500.0,3759366.0,74856.32,476.0,3853655.0,1968.09,919.0,39832.0,15.2,22012.0,10272954.0,21900.0,5676.14,5969.03,0.19,8.48,219.39,83.15
1520,first,mar,2055-03-19,64,292738.0,3758501.0,74887.23,474.0,3859390.0,1975.09,921.0,39741.0,15.21,22023.0,10283057.0,21914.0,5678.04,6037.49,0.2,8.47,219.98,83.2
1521,first,mar,2055-03-26,64,292803.0,3764658.0,74626.94,546.0,3862906.0,1976.77,918.0,39740.0,15.25,22040.0,10291681.0,21921.0,5680.68,5996.31,0.18,8.49,218.18,83.24
1522,second,apr,2055-04-02,64,292223.0,3769135.0,76231.79,530.0,3863524.0,1976.92,919.0,39792.0,15.25,22034.0,10301579.0,21941.0,5689.94,5988.89,0.18,8.5,218.08,83.25
1523,second,apr,2055-04-09,64,292407.0,3778114.0,75004.9,521.0,3867479.0,1978.18,918.0,39804.0,15.29,22042.0,10321366.0,21981.0,5697.32,6041.23,0.17,8.51,215.02,83.24
1524,second,apr,2055-04-16,64,291481.0,3777189.0,75067.71,539.0,3867695.0,1980.22,921.0,39826.0,15.23,22022.0,10287364.0,21988.0,5692.55,5684.76,0.18,8.5,187.33,83.54
1525,second,apr,2055-04-23,64,291880.0,3784696.0,75755.59,613.0,3870235.0,1982.33,922.0,39831.0,15.24,22025.0,10307054.0,22006.0,5695.89,5672.97,0.18,8.5,191.75,83.61
1526,second,apr,2055-04-30,64,291839.0,3785178.0,81004.02,648.0,3868666.0,1999.87,924.0,39837.0,15.07,22001.0,10312729.0,21945.0,5704.52,5105.13,0.18,8.5,191.53,83.79
1527,second,may,2055-05-07,64,292123.0,3789193.0,81268.41,659.0,3871732.0,2002.29,924.0,39869.0,15.15,22024.0,10319556.0,21923.0,5703.36,5059.76,0.15,8.5,187.94,84.1
1528,second,may,2055-05-14,64,292268.0,3792663.0,79966.07,660.0,3869794.0,2004.36,929.0,39885.0,15.17,22022.0,10326099.0,21952.0,5707.69,5047.31,0.14,8.53,189.2,84.36
1529,second,may,2055-05-21,64,292521.0,3787589.0,81878.95,658.0,3874669.0,2008.39,934.0,39886.0,15.18,22044.0,10339463.0,21950.0,5717.08,5075.43,0.15,8.55,185.89,84.5
1530,second,may,2055-05-28,64,293058.0,3788835.0,81870.41,683.0,3879059.0,2006.4,935.0,39871.0,15.18,22058.0,10349692.0,21963.0,5718.61,5115.5,0.13,8.57,184.64,84.54
1531,second,jun,2055-06-04,64,291939.0,3786782.0,86317.32,689.0,3882272.0,2007.42,935.0,39887.0,15.16,22068.0,10364616.0,21963.0,5722.99,5103.79,0.12,8.54,173.79,84.53
1532,second,jun,2055-06-11,64,291876.0,3791572.0,88198.53,739.0,3881788.0,2009.26,936.0,39848.0,15.17,22108.0,10371713.0,22005.0,5726.82,5081.03,0.14,8.54,157.81,84.47
1533,second,jun,2055-06-18,64,292139.0,3789143.0,88184.88,738.0,3886394.0,2009.62,937.0,39822.0,15.18,22140.0,10383153.0,22013.0,5730.21,5127.25,0.14,8.56,167.89,84.55
1534,second,jun,2055-06-25,64,292454.0,3795075.0,87383.52,732.0,3893472.0,2005.19,934.0,39838.0,15.19,22155.0,10392301.0,22031.0,5736.46,5134.93,0.14,8.57,159.12,84.54
1535,third,jul,2055-07-02,64,292801.0,3796190.0,87753.86,825.0,3888775.0,2007.93,936.0,39812.0,15.2,22172.0,10390621.0,22099.0,5739.73,5322.59,0.15,8.58,157.71,84.53
1536,third,jul,2055-07-09,64,293848.0,3799653.0,87747.22,764.0,3892858.0,2005.78,934.0,39846.0,15.21,22177.0,10396019.0,22109.0,5737.86,5327.42,0.15,8.6,159.94,84.57
1537,third,jul,2055-07-16,64,294423.0,3799958.0,87248.82,770.0,3896720.0,2007.06,937.0,39921.0,15.21,22191.0,10401178.0,22111.0,5741.0,5261.94,0.14,8.6,155.97,84.51
1538,third,jul,2055-07-23,64,294640.0,3803583.0,87205.82,714.0,3905033.0,2008.49,938.0,39935.0,15.23,22246.0,10404732.0,22123.0,5732.05,5279.05,0.15,8.59,156.7,84.55
1539,third,jul,2055-07-30,64,294629.0,3803794.0,87208.99,714.0,3905213.0,2008.53,938.0,39934.0,15.23,22247.0,10405013.0,22124.0,5733.45,5275.82,0.15,8.6,156.68,84.55
1540,third,aug,2055-08-06,64,294421.0,3791975.0,76458.37,677.0,3914325.0,2010.21,939.0,39902.0,15.22,22256.0,10412873.0,22114.0,5735.71,5311.66,0.15,8.58,151.83,84.25
1541,third,aug,2055-08-13,64,294148.0,3794081.0,76480.18,651.0,3913495.0,2011.17,947.0,39944.0,15.23,22266.0,10413779.0,22122.0,5743.42,5254.14,0.15,8.57,150.86,84.28
1542,third,aug,2055-08-20,64,294320.0,3797262.0,76812.64,653.0,3916828.0,2011.84,950.0,39957.0,15.25,22280.0,10429532.0,22145.0,5748.98,5257.01,0.15,8.59,150.81,84.39
1543,third,aug,2055-08-27,64,294979.0,3776530.0,77416.34,645.0,3917797.0,2008.27,933.0,39936.0,15.21,22256.0,10427701.0,22142.0,5743.31,5301.61,0.12,8.58,150.71,84.46
1544,third,sep,2055-09-03,64,295971.0,3779439.0,77416.46,657.0,3919851.0,2010.11,933.0,39941.0,15.23,22269.0,10427567.0,22151.0,5746.85,5453.7,0.12,8.56,137.8,84.59
1545,third,sep,2055-09-10,64,297311.0,3773651.0,75777.29,648.0,3929132.0,2011.01,937.0,39946.0,15.17,22300.0,10435644.0,22148.0,5745.1,5384.07,0.11,8.57,133.03,84.6
1546,third,sep,2055-09-17,64,298068.0,3776641.0,76445.1,610.0,3931494.0,2012.07,935.0,40028.0,15.18,22328.0,10453978.0,22141.0,5750.21,5385.26,0.11,8.56,131.72,84.63
1547,third,sep,2055-09-24,64,298485.0,3776800.0,78842.94,645.0,3935709.0,2017.06,936.0,40052.0,15.17,22346.0,10455376.0,22134.0,5753.03,5469.5,0.07,8.6,119.93,84.67
1548,fourth,oct,2055-10-01,64,298318.0,3776570.0,78487.76,648.0,3942978.0,2018.83,938.0,40040.0,15.18,22371.0,10461376.0,22150.0,5757.77,5551.25,0.09,8.6,118.8,84.7
1549,fourth,oct,2055-10-08,64,299099.0,3779656.0,73333.22,636.0,3946473.0,2019.23,939.0,40113.0,15.19,22380.0,10463890.0,22164.0,5761.14,5614.72,0.06,8.63,113.02,84.79
1550,fourth,oct,2055-10-15,64,299053.0,3784873.0,72601.85,642.0,3948940.0,2019.83,940.0,40140.0,15.19,22390.0,10476838.0,22175.0,5756.04,5655.67,0.07,8.65,103.04,84.77
1551,fourth,oct,2055-10-22,64,299988.0,3784743.0,75548.79,671.0,3950436.0,2021.21,940.0,40034.0,15.17,22406.0,10490677.0,22187.0,5761.83,5758.88,0.06,8.66,103.54,84.73
1552,fourth,oct,2055-10-29,64,300758.0,3786724.0,74881.67,727.0,3948178.0,2020.22,941.0,40074.0,15.16,22424.0,10498435.0,22197.0,5766.12,5760.54,0.04,8.67,106.22,84.75
1553,fourth,nov,2055-11-05,64,300829.0,3789174.0,73754.88,747.0,3947039.0,2025.5,945.0,40000.0,15.16,22424.0,10501947.0,22216.0,5775.58,5652.31,0.06,8.67,103.57,84.65
