id,quarter,month,date,total_storage,volumes_digitised,images_digitised,digitised_size,volumes_uploaded,images_uploaded,image_storage_size,not_volumes,not_images,not_storage_size,volume_master,images_master,master_on_viewer,storage_master,estimated_storage_on_viwer,volumes_goobi,images_goobi,upload_goobi,storaged_used
2083,first,jan,2066-01-01,64,69225,3524065,1637.6,5499,3717367,1711.15,5439,33578,15.89,17408,9286884,18714,5797.95,1726.71,33.35,8.54,45.56,116.63
2084,first,jan,2066-01-08,64,69003,3523697,1638.82,5488,3718968,1712.2,5444,33581,15.89,17399,9296771,18724,5798.97,17277,33.35,8.54,45.56,116.64
2085,first,jan,2066-01-15,64,69128,3524750,1640.34,5493,3718858,1714.13,5445,33581,15.89,17411,9296968,18732,58021,1728.64,33.38,8.54,45.58,116.76
2086,first,jan,2066-01-22,64,69425,3529563,1642.72,5497,3721580,1714.98,5446,33606,15.91,17424,9304901,18738,5804.75,1729.82,33.4,8.54,45.6,116.88
2087,first,jan,2066-01-29,64,69583,3530575,1642.73,5487,3723803,1715.78,5447,33627,15.93,17429,9308661,18753,5806.61,1730.81,33.4,8.55,45.61,116.9
2088,first,feb,2066-02-05,64,69844,3533510,1644.27,5480,3723732,1716.56,5454,33626,15.95,17433,9316223,18763,5810.98,1731.9,33.42,8.56,45.62,116.87
2089,first,feb,2066-02-12,64,69504,3533829,1645.75,5486,3724794,1716.36,5458,33634,15.95,17442,9321038,18776,58143,1732.51,33.45,8.55,45.66,116.92
2090,first,feb,2066-02-19,64,69404,3535768,1645.39,5472,3729088,1717.36,5463,33623,15.96,17447,9326090,18786,5818.46,1732.92,33.43,8.57,45.69,1172
2091,first,feb,2066-02-26,64,69267,3537025,1645.42,5475,3731199,1718.21,5465,33614,15.97,17453,9327407,18798,5820.19,1733.99,33.47,8.56,45.7,1173
2092,first,mar,2066-03-05,64,69334,3539457,1645.41,5477,3732694,1719.1,5468,33637,16,17458,9330850,18809,5822.66,1733.8,33.51,8.57,45.73,117.11
2093,first,mar,2066-03-12,64,69199,3543277,1645.42,5475,3734350,1719.14,5472,33643,15.99,17466,9334410,18817,5826.1,1735.41,33.52,8.57,45.77,1178
2094,first,mar,2066-03-19,64,69735,3544928,1647.65,5491,3734826,1719.23,5474,33646,16,17471,9338311,18832,5827.36,1735.51,33.54,8.56,45.77,117.18
2095,first,mar,2066-03-26,64,69860,3547846,1648.71,5475,3737101,1720.48,5479,33643,162,17471,9343482,18839,5828.22,1736.27,33.57,8.56,45.81,117.25
2096,second,apr,2066-04-02,64,70021,3545938,1650.15,5471,3737356,1722.32,5488,33662,163,17486,9346793,18848,5829.98,1737.39,33.59,8.57,45.81,117.3
2097,second,apr,2066-04-09,64,69996,3549554,1650.34,5489,3736740,1723.47,5492,33666,166,17500,9350209,18867,58312,1738.94,33.59,8.59,45.85,117.4
2098,second,apr,2066-04-16,64,69849,3551430,1651.41,5522,3736263,1724.3,5493,33681,166,17512,9347549,18879,5834.24,1739.7,33.59,8.59,45.88,117.51
2099,second,apr,2066-04-23,64,69427,3551834,1652.29,5526,3738599,1723.98,5497,33705,167,17514,9351722,18900,5836.19,1740.49,33.63,8.6,45.92,117.56
2100,second,apr,2066-04-30,64,69340,3553122,1652.5,5524,3738680,1724.66,5497,33689,166,17519,9361372,18910,5840.33,1741.85,33.66,8.61,45.94,117.61
2101,second,may,2066-05-07,64,69344,3555452,1652.25,5532,3739970,1725.84,5501,33700,167,17528,9364512,18915,5842.85,1742.8,33.66,8.6,45.96,117.66
2102,second,may,2066-05-14,64,69576,3556969,1653.62,5539,3741868,1727,5500,33713,168,17536,9368790,18926,5848.2,1743.48,33.68,8.6,45.99,117.74
2103,second,may,2066-05-21,64,69509,3555921,1653.94,5525,3741724,17297,5500,33698,169,17543,9375413,18936,5850.89,17449,33.7,8.59,462,117.77
2104,second,may,2066-05-28,64,69535,3557060,1655.31,5538,3743950,1728.91,5502,33719,16.1,17547,9378778,18953,5854.24,1745.1,33.73,8.59,465,117.81
2105,second,jun,2066-06-04,64,69573,3559521,1656.15,5526,3743720,1729.24,5507,33767,16.1,17555,9388747,18967,5857.68,1746.48,33.74,8.57,467,117.79
2106,second,jun,2066-06-11,64,69381,3562112,1656.55,5536,3744131,17295,5509,33745,16.1,17564,9398955,18973,5858.14,1746.54,33.77,8.57,467,117.81
2107,second,jun,2066-06-18,64,69684,3566372,1656.83,5547,3742809,1728.9,5514,33746,16.12,17570,9401808,18981,5861.13,1747.4,33.77,8.58,46.1,117.9
2108,second,jun,2066-06-25,64,69634,3568826,1657.94,5560,3743472,1730.14,5517,33749,16.13,17580,9411210,18989,5864.27,1748.11,33.77,8.59,46.11,117.91
2109,third,jul,2066-07-02,64,69818,3567869,1658.85,5570,3747019,1731.82,5517,33769,16.16,17587,9413014,18997,5866,1748.85,33.78,8.6,46.13,117.99
2110,third,jul,2066-07-09,64,69769,3568575,1659.21,5594,3747699,1732.95,5519,33770,16.17,17599,9412759,19009,5869.99,1750.33,33.82,8.6,46.14,1185
2111,third,jul,2066-07-16,64,69880,3570415,1661.39,5615,3748809,17348,5519,33776,16.2,17603,9411247,19021,5873.65,1751.16,33.84,8.6,46.17,118.13
2112,third,jul,2066-07-23,64,70119,3571550,1662.56,5616,3752065,1733.96,5520,33798,16.19,17604,9414853,19030,5877.29,1752.19,33.84,8.6,46.18,118.18
2113,third,jul,2066-07-30,64,70073,3570814,1663.48,5612,3754580,1735.28,5524,33811,16.19,17615,9424182,19044,58787,1752.97,33.85,8.62,46.21,118.26
2114,third,aug,2066-08-06,64,70503,3573095,1665.35,5596,3755370,17387,5524,33816,16.2,17631,9427104,19053,5881.19,1753.71,33.87,8.62,46.21,118.32
2115,third,aug,2066-08-13,64,70444,3572621,1665.9,5604,3753292,1738.22,5527,33802,16.22,17633,9425882,19061,5884.69,1754.65,33.9,8.62,46.22,118.32
2116,third,aug,2066-08-20,64,70287,3574893,1666.79,5613,3756093,1738.75,5530,33830,16.22,17652,9429512,19069,5888.65,1755.54,33.97,8.63,46.25,118.34
2117,third,aug,2066-08-27,64,70451,3572290,1666.61,5601,3756187,1740.32,5534,33838,16.23,17660,9431718,19074,5891.22,17569,33.99,8.63,46.27,118.41
2118,third,sep,2066-09-03,64,70728,3573399,1668.35,5610,3759230,1741.13,5539,33824,16.25,17666,9438488,19087,5893.55,1756.94,341,8.63,46.31,118.46
2119,third,sep,2066-09-10,64,70873,3573554,16699,5602,3762706,1742.28,5539,33872,16.25,17672,9440498,19098,5895.91,1756.76,34,8.63,46.35,118.53
2120,third,sep,2066-09-17,64,70588,3576672,1669.62,5607,3765363,1743.29,5540,33881,16.25,17681,9443915,19104,5898.16,1757.49,344,8.65,46.34,118.53
2121,third,sep,2066-09-24,64,70565,3579148,1670.13,5611,3765919,1743.98,5540,33913,16.25,17694,9452359,19116,5900,1758.93,344,8.65,46.37,118.59
2122,fourth,oct,2066-10-01,64,70849,3580025,1671.1,5610,3766615,1745.18,5545,33926,16.26,17706,9459520,19128,5901.96,1759.51,347,8.67,46.39,118.63
2123,fourth,oct,2066-10-08,64,71181,3581401,1671.46,5614,3767794,1745.98,5549,33939,16.28,17717,9465128,19138,5903.59,1760.32,347,8.68,46.4,118.69
2124,fourth,oct,2066-10-15,64,70911,3582635,1672.59,5625,3770796,1745.83,5553,33941,16.29,17719,9469868,19144,5905.86,1760.71,346,8.69,46.42,118.72
2125,fourth,oct,2066-10-22,64,70618,3583854,1673.61,5653,3773655,17469,5553,33954,16.29,17724,9475353,19157,5909.6,1761.14,345,8.7,46.43,118.78
2126,fourth,oct,2066-10-29,64,70752,3584598,1675.31,5637,3774727,1747.66,5554,33946,16.31,17738,9482438,19163,5911.19,1761.68,349,8.7,46.44,118.79
2127,fourth,nov,2066-11-05,64,71099,3587650,1674.99,5638,3773487,17479,5558,33940,16.3,17744,9484113,19179,5913.57,1763.15,34.13,8.7,46.48,118.79
2128,fourth,nov,2066-11-12,64,71272,3590402,1676.58,5636,3776317,1748.24,5562,33957,16.31,17744,9489239,19185,5915.46,1764.3,34.16,8.72,46.5,118.84
2129,fourth,nov,2066-11-19,64,71495,3593171,1677.82,5639,3777893,1748.75,5566,33961,16.29,17757,9496242,19191,59176,1764.77,34.16,8.75,46.55,118.84
2130,fourth,nov,2066-11-26,64,71501,3593149,1679.53,5642,3779681,1750.15,5567,33957,16.31,17757,9502903,19201,5922.31,1765.42,34.19,8.74,46.58,118.91
2131,fourth,dec,2066-12-03,64,71534,3593491,1679.28,5664,3781542,1750.37,5566,33978,16.33,17763,9504937,19204,5926.87,1766.11,34.19,8.75,46.57,118.95
2132,fourth,dec,2066-12-10,64,71225,3593020,1679.78,5676,3782892,17515,5567,33992,16.34,17770,9509420,19216,5929.71,1766.72,34.22,8.75,46.6,1191
2133,fourth,dec,2066-12-17,64,71557,3595592,1681.77,5663,3784578,1751.1,5570,33994,16.38,17774,9513862,19224,5933.13,1767.27,34.22,8.75,46.62,118.97
2134,fourth,dec,2066-12-24,64,72076,3598498,1682.39,5657,3785444,1752.98,5574,34005,16.39,17783,9516387,19237,5937.17,17685,34.21,8.75,46.65,1194
2135,fourth,dec,2066-12-31,64,72177,3599799,1683.51,5657,3786576,1753.31,5579,34003,16.39,17793,9522177,19246,5941.59,1768.74,34.24,8.74,46.67,1195
2136,first,jan,2067-01-07,64,72462,3601099,1683.37,5656,3791063,1753.9,5579,33997,16.39,17801,9525890,19250,5945.12,1769.21,34.27,8.74,46.69,119.11
2137,first,jan,2067-01-14,64,72550,3604897,1684.44,5671,3796497,1755.59,5583,33994,16.41,17811,9532330,19258,5949.45,1770.18,34.28,8.73,46.73,119.16
2138,first,jan,2067-01-21,64,72350,3604995,1684.51,5675,3798665,1756.31,5589,34005,16.42,17819,9537363,19266,5950.93,1771.16,34.3,8.74,46.76,119.23
2139,first,jan,2067-01-28,64,72288,3608541,1687.21,5660,3801892,1757.39,5593,34006,16.41,17828,9549707,19277,5954.35,1771.79,34.33,8.73,46.79,119.3
2140,first,feb,2067-02-04,64,72061,3607750,1687.82,5671,3802172,1759.62,5598,34017,16.4,17834,9550708,19282,5957.19,1772.68,34.34,8.74,46.82,119.32
2141,first,feb,2067-02-11,64,72291,3609481,16884,5673,3803663,1760.31,5603,34026,16.4,17841,9555338,19294,5959.6,1772.75,34.34,8.74,46.85,119.29
2142,first,feb,2067-02-18,64,72536,3610646,1690.77,5665,3806050,1761.98,5606,34026,16.42,17845,9560579,19304,5962.38,1772.96,34.34,8.74,46.86,119.35
2143,first,feb,2067-02-25,64,72395,3613736,1691.3,5660,3807219,1762.5,5613,34049,16.43,17854,9568626,19312,5964.37,1774.1,34.36,8.75,46.85,119.43
2144,first,mar,2067-03-04,64,72399,3615560,16931,5654,3809665,1764.42,5616,34034,16.42,17863,9567710,19315,5966.29,1774.95,34.37,8.75,46.87,119.4
2145,first,mar,2067-03-11,64,72403,3618183,1692.95,5640,3814138,1763.99,5617,34056,16.45,17870,9564264,19331,59683,1775.65,34.39,8.75,46.89,119.42
2146,first,mar,2067-03-18,64,72343,3622920,1693.71,5630,3817887,1763.8,5621,34068,16.45,17875,9564674,19339,5971.59,1776.74,34.42,8.74,46.91,119.48
2147,first,mar,2067-03-25,64,72462,3622209,1695.54,5619,3821387,1764.56,5623,34060,16.46,17881,9569436,19355,5974.17,1777.71,34.42,8.73,46.89,119.5
2148,second,apr,2067-04-01,64,72658,3624282,1696.83,5620,3822331,1765.28,5626,34061,16.47,17892,9576116,19360,5978.45,1778.46,34.41,8.74,46.92,119.55
2149,second,apr,2067-04-08,64,72693,3627349,1696.63,5632,3825233,1764.91,5628,34055,16.48,17901,9580193,19373,5979.69,1779.97,34.44,8.75,46.93,119.57
2150,second,apr,2067-04-15,64,72854,3629044,1697.25,5647,3828140,1765.61,5630,34062,16.48,17914,9585856,19384,5980.33,1780.59,34.45,8.76,46.97,119.66
2151,second,apr,2067-04-22,64,72844,3630041,1698.74,5654,3830427,1766.74,5631,34051,16.49,17925,9587999,19397,5983.89,1782.26,34.45,8.76,47,119.75
2152,second,apr,2067-04-29,64,73243,3631693,1699.37,5639,3831137,1768.12,5633,34069,16.51,17939,9589303,19405,5987.34,1783.19,34.43,8.77,472,119.75
2153,second,may,2067-05-06,64,73476,3635259,1699.49,5644,3833374,1769.34,5633,34083,16.5,17944,9595854,19412,5989.63,1783.35,34.43,8.75,477,119.86
2154,second,may,2067-05-13,64,73685,3635041,1699.46,5639,3837111,1769.76,5638,34079,16.5,17952,9600519,19424,5993.36,1784.12,34.44,8.76,479,119.96
2155,second,may,2067-05-20,64,73639,3637149,1701.47,5647,3839055,1770.6,5641,34098,16.5,17955,9602132,19426,59949,17852,34.47,8.75,47.11,120
2156,second,may,2067-05-27,64,73664,3639380,17014,5629,3838687,1771.65,5645,34110,16.49,17965,9607432,19435,5997.68,1785.82,34.49,8.77,47.15,120
2157,second,jun,2067-06-03,64,73748,3644675,17019,5643,3839585,1771.77,5650,34128,16.49,17971,9609433,19441,6002.48,1786.55,34.52,8.77,47.13,1204
2158,second,jun,2067-06-10,64,73364,3647035,1702.45,5639,3839865,1772.53,5652,34131,16.49,17982,9619479,19449,6005.28,17877,34.53,8.78,47.13,120.12
2159,second,jun,2067-06-17,64,73596,3647898,1703.31,5653,3842198,1773.52,5653,34142,16.46,17996,9625133,19463,6005.71,1787.51,34.57,8.78,47.14,120.23
2160,second,jun,2067-06-24,64,73207,3649959,1703.84,5670,3845376,1774.58,5651,34142,16.47,18010,9630951,19472,6009.41,1787.65,34.58,8.77,47.16,120.27
2161,third,jul,2067-07-01,64,73172,3653252,1704.5,5698,3846058,1775.66,5659,34139,16.45,18017,9631928,19482,6011.43,1788.35,34.6,8.78,47.17,120.35
2162,third,jul,2067-07-08,64,73270,3652566,1705.54,5710,3851026,17769,5665,34150,16.47,18025,9632676,19495,6015.77,1789.33,34.63,8.78,47.16,120.42
2163,third,jul,2067-07-15,64,73299,3652642,1705.93,5691,3853815,1775.49,5667,34163,16.5,18030,9633733,19505,6019.28,1789.51,34.62,8.78,47.19,120.45
2164,third,jul,2067-07-22,64,73406,3654230,1706.63,5695,3854148,1775.43,5669,34146,16.52,18037,9634148,19512,6024.18,1789.98,34.61,8.8,47.21,120.51
2165,third,jul,2067-07-29,64,73694,3656616,1707.81,5702,3856743,1776.41,5673,34150,16.53,18051,9636307,19520,6027.3,1790.87,34.62,8.8,47.22,120.57
2166,third,aug,2067-08-05,64,73689,3656738,1709.29,5685,3854936,1777.16,5678,34148,16.55,18066,9642596,19530,6031.22,17927,34.63,8.81,47.24,120.64
2167,third,aug,2067-08-12,64,73854,3660736,1711.72,5668,3857535,1777.66,5677,34133,16.55,18069,9644230,19540,6036.62,1792.72,34.66,8.83,47.25,120.69
2168,third,aug,2067-08-19,64,73864,3664420,17123,5652,3860849,17781,5682,34131,16.53,18074,9648291,19549,6037.49,1793.72,34.72,8.84,47.27,120.76
2169,third,aug,2067-08-26,64,73636,3664481,1713.45,5672,3861340,1779.55,5685,34128,16.56,18082,9653740,19556,6040.18,1794.51,34.71,8.85,47.3,120.86
2170,third,sep,2067-09-02,64,73674,3662925,1713.95,5695,3863964,1780.65,5690,34122,16.57,18085,9654633,19564,6042.36,1795.66,34.72,8.85,47.33,120.94
2171,third,sep,2067-09-09,64,73924,3667828,1715.62,5705,3864302,1781.59,5693,34114,16.57,18090,9663454,19578,6043.47,1796.55,34.74,8.85,47.34,1216
2172,third,sep,2067-09-16,64,73814,3667764,1716.15,5695,3867382,1781.84,5697,34133,16.57,18098,9662599,19585,6046.8,1796.81,34.77,8.86,47.37,1218
2173,third,sep,2067-09-23,64,73850,3668832,1715.54,5692,3868011,1783.24,5699,34141,16.57,18106,9669824,19592,6050.5,1797.83,34.8,8.88,47.39,121.14
2174,third,sep,2067-09-30,64,73869,3666690,17164,5709,3867898,1784.64,5702,34161,16.57,18118,9670142,19604,6052.11,1799.2,34.78,8.88,47.41,121.23
2175,fourth,oct,2067-10-07,64,73833,3667999,1716.11,5718,3868947,1785.86,5707,34183,16.58,18126,9671749,19611,6054.49,1800.17,34.82,8.88,47.43,121.27
2176,fourth,oct,2067-10-14,64,74127,3669396,1716.43,5714,3871325,1786.47,5706,34214,16.58,18142,9679487,19618,6058.5,1800.73,34.82,8.87,47.45,121.26
2177,fourth,oct,2067-10-21,64,73982,3671223,1717.61,5716,3872879,1787.35,5706,34215,16.58,18151,9675927,19630,6062.13,1801.28,34.84,8.88,47.46,121.32
2178,fourth,oct,2067-10-28,64,74121,3674248,1718.6,5709,3874087,1787.91,5708,34212,16.59,18164,9678938,19638,6064.9,1802.12,34.85,8.89,47.49,121.38
2179,fourth,nov,2067-11-04,64,74603,3674401,1719.15,5733,3877125,1788.64,5709,34241,16.6,18175,9680237,19640,6067.96,1803.12,34.9,8.89,47.5,121.43
2180,fourth,nov,2067-11-11,64,74637,3673295,1719.71,5736,3879727,1790.59,5711,34251,16.61,18179,9685925,19649,6072.24,1804.13,34.93,8.9,47.52,121.47
2181,fourth,nov,2067-11-18,64,74519,3672482,1720.37,5742,3881035,1792.78,5716,34255,16.62,18181,9695489,19655,6074.69,1804.33,34.93,8.9,47.55,121.55
2182,fourth,nov,2067-11-25,64,74262,3676308,1720.5,5748,3880773,1793.91,5718,34261,16.63,18182,9700655,19670,6078.18,1804.78,34.93,8.91,47.58,121.68
2183,fourth,dec,2067-12-02,64,74302,3677185,1721.94,5753,3881521,1794.42,5721,34259,16.65,18194,9705129,19672,6082,1805.7,34.95,8.92,47.6,121.68
2184,fourth,dec,2067-12-09,64,74161,3679231,17239,5761,3884118,1795.58,5724,34237,16.66,18201,9711662,19680,6084.69,18074,34.98,8.94,47.61,121.74
2185,fourth,dec,2067-12-16,64,74039,3681946,17246,5773,3886086,1796.62,5729,34238,16.66,18205,9719804,19690,6088.16,1807.74,34.97,8.94,47.64,121.78
2186,fourth,dec,2067-12-23,64,73977,3687544,1724.45,5765,3888613,1796.87,5730,34256,16.69,18210,9722822,19707,6090.47,1808.16,34.98,8.94,47.67,121.77
2187,fourth,dec,2067-12-30,64,74067,3687343,1725.98,5776,3888906,1797.53,5731,34252,16.7,18219,9724239,19714,6092.67,18096,34.96,8.94,47.68,121.83
2188,first,jan,2068-01-06,64,74100,3689669,1726.94,5779,3889565,1797.62,5731,34259,16.7,18221,9728568,19725,6096.72,18101,34.94,8.96,47.71,121.89
2189,first,jan,2068-01-13,64,74163,3691176,1726.81,5793,3889331,17992,5734,34263,16.71,18229,9730531,19744,6099.58,1810.78,34.97,8.96,47.76,121.97
2190,first,jan,2068-01-20,64,74259,3689395,1728.49,5786,3891765,1799.37,5740,34273,16.74,18236,9737771,19746,61012,1811.34,34.97,8.95,47.79,1223
2191,first,jan,2068-01-27,64,74353,3693001,17289,5781,3890086,1800.93,5738,34261,16.78,18245,9735911,19756,6102.55,1811.81,34.99,8.95,47.83,122.12
2192,first,feb,2068-02-03,64,74399,3694055,1728.89,5786,3891183,1802.56,5743,34274,16.78,18251,9734654,19760,6103.12,1813.12,34.98,8.95,47.85,122.17
2193,first,feb,2068-02-10,64,74360,3693965,1729.94,5787,3891534,1802.22,5747,34286,16.79,18259,9738840,19760,6105.44,1814.12,34.99,8.95,47.88,122.22
2194,first,feb,2068-02-17,64,74194,3692489,1730.9,5829,3894224,1802.82,5747,34325,16.81,18276,9746992,19764,6107.73,1814.77,351,8.97,47.92,122.23
2195,first,feb,2068-02-24,64,74328,3696212,1730.69,5830,3895716,1803.47,5749,34342,16.81,18283,9748602,19773,6110.91,1815.66,351,8.98,47.93,122.28
2196,first,mar,2068-03-02,64,74623,3696519,1731.41,5822,3897314,1803.55,5750,34360,16.83,18284,9757869,19786,6112.3,1816.95,352,8.98,47.95,122.29
2197,first,mar,2068-03-09,64,74501,3697194,1732.36,5819,3898230,1804.43,5755,34391,16.83,18290,9763987,19806,6115.32,1818.27,355,8.99,47.96,122.29
2198,first,mar,2068-03-16,64,74564,3696261,1731.91,5808,3899792,1804.87,5757,34378,16.86,18302,9770610,19817,6117.48,1819.21,357,8.99,47.98,122.32
2199,first,mar,2068-03-23,64,74812,3700411,1731.95,5819,3902887,1806.23,5763,34383,16.87,18315,9771926,19827,6119.76,1819.48,359,91,47.99,122.41
2200,first,mar,2068-03-30,64,74464,3702063,1732.49,5811,3903115,1806.59,5767,34387,16.88,18325,9774397,19836,61215,1820.11,35.11,91,483,122.52
2201,second,apr,2068-04-06,64,74731,3704165,1733.63,5824,3903306,1807.57,5770,34422,16.91,18337,9772837,19841,6123.76,1821.33,35.11,92,484,122.58
2202,second,apr,2068-04-13,64,74799,3702805,1733.81,5817,3905161,1807.19,5777,34433,16.91,18343,9781042,19849,6126.25,1822.14,35.13,94,486,122.59
2203,second,apr,2068-04-20,64,74730,3704690,1734.27,5817,3904115,1807.3,5780,34442,16.91,18352,9783781,19859,6128.16,1822.58,35.17,95,489,122.67
2204,second,apr,2068-04-27,64,74726,3707847,1735.56,5838,3906666,1808.75,5781,34443,16.92,18358,9792429,19873,6130.39,1823.77,35.18,96,48.1,122.73
2205,second,may,2068-05-04,64,75083,3709257,1737.35,5838,3909163,1808.85,5785,34464,16.93,18370,9800268,19876,61329,1824.34,35.19,98,48.13,122.85
2206,second,may,2068-05-11,64,74791,3713031,1738.2,5829,3912883,1809.75,5787,34476,16.95,18380,9808739,19882,6136.78,1825.25,35.23,97,48.15,122.93
2207,second,may,2068-05-18,64,74678,3716304,1738.34,5842,3910661,1810.88,5790,34494,16.95,18388,9811483,19884,6137.9,1826.21,35.23,99,48.17,1232
2208,second,may,2068-05-25,64,74250,3717682,1737.58,5826,3909695,1811.32,5798,34497,16.96,18403,9815973,19891,6140.24,1827.11,35.25,9.1,48.19,1238
2209,second,jun,2068-06-01,64,74569,3720548,1737.83,5844,3911838,1811.64,5800,34499,16.95,18409,9820142,19900,61417,1827.59,35.27,9.1,48.21,123.18
2210,second,jun,2068-06-08,64,74281,3720908,1738.45,5857,3913312,1812.54,5800,34528,16.96,18418,9825658,19914,6141.83,1828.63,35.3,9.12,48.23,123.3
2211,second,jun,2068-06-15,64,74530,3724570,1737.95,5863,3914318,1813.76,5803,34544,16.97,18423,9830258,19929,6145.28,1829.28,35.32,9.12,48.24,123.32
2212,second,jun,2068-06-22,64,74902,3726060,1738.46,5866,3914030,1814.84,5803,34532,16.99,18434,9838590,19929,6147.26,1830.28,35.35,9.13,48.29,123.38
2213,second,jun,2068-06-29,64,75025,3725881,1739.73,5850,3913136,1815.85,5807,34521,16.99,18441,9846127,19936,6150.35,1830.66,35.34,9.12,48.3,123.42
2214,third,jul,2068-07-06,64,75308,3727144,1739.65,5844,3914957,1816.21,5808,34527,16.99,18449,9850827,19938,6150.47,1831.51,35.36,9.13,48.29,123.49
2215,third,jul,2068-07-13,64,75422,3724011,1740.74,5856,3916656,1817.19,5810,34545,17,18454,9850675,19943,6152.77,1832.69,35.37,9.13,48.31,123.51
2216,third,jul,2068-07-20,64,75360,3728140,1740.96,5883,3915807,1818.9,5808,34537,171,18462,9852326,19951,6156.43,1832.99,35.4,9.14,48.34,123.6
2217,third,jul,2068-07-27,64,75193,3730988,1741.19,5876,3916697,1819.95,5811,34553,172,18465,9856143,19959,6160.18,1834.12,35.41,9.15,48.37,123.74
2218,third,aug,2068-08-03,64,75687,3731130,1741.69,5854,3919861,1821.69,5813,34551,173,18473,9858967,19967,6164.38,1834.96,35.43,9.16,48.4,123.86
2219,third,aug,2068-08-10,64,75936,3729961,1742.36,5860,3921120,1822.61,5812,34533,172,18483,9868436,19978,6166.39,1835.62,35.42,9.15,48.42,123.93
2220,third,aug,2068-08-17,64,76265,3731010,1741.9,5840,3921607,18229,5819,34536,173,18494,9873329,19992,6169.46,1836.48,35.47,9.15,48.44,124
2221,third,aug,2068-08-24,64,76589,3734345,1741.58,5838,3922728,1823.61,5822,34526,172,18502,9877004,19996,6172.33,1836.7,35.47,9.16,48.46,1243
2222,third,aug,2068-08-31,64,76811,3734938,1742.64,5824,3924372,1824.72,5825,34512,173,18511,9881777,19997,6176.11,1837.98,35.51,9.16,48.49,124.14
2223,third,sep,2068-09-07,64,76928,3736857,1743.8,5826,3923142,1824.79,5826,34525,175,18522,9884922,20012,6177.66,1838.51,35.52,9.17,48.52,124.29
2224,third,sep,2068-09-14,64,76940,3741339,1744.74,5834,3926249,1825.39,5828,34534,173,18524,9886853,20020,6178.94,18398,35.56,9.17,48.54,124.33
2225,third,sep,2068-09-21,64,76720,3741616,1745.17,5833,3927507,1826.33,5831,34548,171,18527,9887555,20029,6181.59,1839.61,35.58,9.16,48.56,124.44
2226,third,sep,2068-09-28,64,76856,3740487,1746.13,5844,3927793,1826.48,5836,34565,171,18538,9889044,20042,6185.17,1840.8,35.6,9.16,48.58,124.51
2227,fourth,oct,2068-10-05,64,76859,3739222,1747.81,5855,3930956,18288,5837,34564,17,18549,9895672,20053,6188.65,1841.97,35.62,9.17,48.62,124.56
2228,fourth,oct,2068-10-12,64,76883,3740190,1747.99,5857,3934779,1829.32,5839,34562,172,18557,9899413,20064,6191.25,1842.47,35.62,9.18,48.6,124.51
2229,fourth,oct,2068-10-19,64,76659,3740219,1748.84,5871,3936732,1829.81,5843,34565,174,18560,9905879,20071,6193.61,1843.29,35.64,9.18,48.62,124.57
2230,fourth,oct,2068-10-26,64,76787,3742154,1750.41,5879,3941637,1830.87,5845,34566,174,18567,9914121,20077,61973,1844.23,35.63,9.19,48.67,124.67
2231,fourth,nov,2068-11-02,64,76505,3745098,1750.33,5869,3946028,1831.8,5849,34569,175,18570,9917800,20083,6199.41,1844.71,35.64,9.21,48.69,124.72
2232,fourth,nov,2068-11-09,64,76178,3744887,1749.64,5884,3947804,1832.79,5853,34570,177,18570,9920465,20101,62024,1845.89,35.69,9.22,48.73,124.78
2233,fourth,nov,2068-11-16,64,76036,3742950,1751.33,5898,3949367,1833.31,5855,34578,17.1,18575,9928591,20117,6203.46,1846.76,35.7,9.21,48.77,124.86
2234,fourth,nov,2068-11-23,64,75640,3744518,17526,5900,3949858,1835.1,5859,34562,17.1,18588,9937508,20128,6203.73,1847.75,35.69,9.22,48.8,124.87
2235,fourth,nov,2068-11-30,64,76080,3744713,1752.5,5900,3952747,1835.18,5861,34558,179,18600,9941190,20138,6208.3,1848.58,35.69,9.21,48.83,124.93
2236,fourth,dec,2068-12-07,64,76146,3745533,1753.18,5897,3954047,1836.32,5868,34565,179,18610,9946788,20145,6212.31,1849.36,35.72,9.22,48.87,124.95
2237,fourth,dec,2068-12-14,64,76017,3745468,1753.33,5894,3957462,1837.38,5865,34568,17.12,18615,9946187,20151,6214.12,1849.64,35.72,9.22,48.9,1255
2238,fourth,dec,2068-12-21,64,76259,3748519,1754.52,5903,3958429,1838.12,5866,34582,17.13,18619,9952297,20168,6217.45,1850.39,35.74,9.23,48.92,125.13
2239,fourth,dec,2068-12-28,64,76523,3751889,1754.75,5927,3956463,1838.44,5867,34604,17.16,18629,9952520,20179,6221.82,18518,35.74,9.23,48.94,125.16
2240,first,jan,2069-01-04,64,76309,3750779,1755.37,5922,3962212,1840.65,5872,34605,17.16,18632,9957177,20190,6224.21,1851.88,35.75,9.26,48.96,125.2
2241,first,jan,2069-01-11,64,76119,3750969,1755.74,5923,3963073,1841.19,5875,34603,17.16,18644,9961873,20198,6227.94,1852.41,35.79,9.27,48.98,125.27
2242,first,jan,2069-01-18,64,76258,3755276,1755.83,5915,3967121,18419,5879,34598,17.16,18656,9964319,20206,6229.8,18532,35.82,9.27,493,125.26
2243,first,jan,2069-01-25,64,76517,3755303,1755.41,5925,3968376,18416,5878,34601,17.17,18664,9972612,20213,6232,1854.15,35.84,9.28,495,125.3
